순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,주연 배우,주연 배우 코드,조연 배우,조연 배우 코드,감독 코드
78,전우치,최동훈,영화사 집,,CJ ENM,2009-12-23,개봉영화,장편,한국,606,"44,605,437,017",6136928,"12,917,834,500","1,684,123",액션,12세이상관람가,일반영화,"강동원, 임수정, 김윤석, 유해진, 김시권, 주진모, 선우선","10000558, 10058646, 10005276, 10054128, 10004844, 20111954, 10035745","강동균, 정혜란, 손선영, 송진영, 김혜지, 신수현, 박용범, 박민규, 조운, 박지희, 안성진, 노남석, 한연호, 김규연, 고준영, 박남희, 윤대원, 이석원, 이성두, 정영훈, 정우철, 박연수, 오준석, 정지인, 이우희, 이대로, 송영창, 김서현, 김상호, 이용녀, 공정환, 권태원, 김기천","20122287, 20123765, 20123804, 20125667, 20130621, 20131460, 10028983, 10028634, 20134258, 20137933, 20137983, 20140360, 20143821, 20147531, 20148371, 20151333, 20153738, 20111479, 20155215, 20156413, 20156615, 20158960, 20159721, 20160101, 20162682, 20162975, 10037131, 20166451, 10004448, 20113303, 10001907, 20143709, 10003728",10072187
81,투사부일체,김동원,시네마제니스,,CJ ENM,2006-01-19,개봉영화,장편,한국,0,0,6105431,0,"1,502,821",코미디,15세관람가,일반영화,"정준호, 정웅인, 김상중","10062240, 10062050, 10004437","박용식, 최윤영 , 박은비, 나현주, 김동성, 고은영, 이배훈, 박기연, 김성근, 유인나, 이희석, 일호, 최선영, 박민애, 정다은, 최영미, 이송, 최영진, 김지헌, 이혁수, 이기열, 강성필, 한효주","20110884, 10072586, 20132478, 10007427, 20138644, 20148071, 20112208, 20151002, 20151363, 20152069, 20153461, 20154012, 10072323, 20154593, 10061652, 20157712, 20157807, 20158867, 20163881, 20164668, 10054939, 10000693, 10087820",10003972
82,연평해전,김학순,로제타시네마,,넥스트엔터테인먼트월드(NEW),2015-06-24,개봉영화,장편,한국,"1,013","45,560,620,330",6043458,"9,906,059,630","1,265,879",드라마,12세이상관람가,일반영화,"김무열, 진구, 이현우, 이완","10004099, 10070417, 20111526, 10056773","이한종, 송재호, 박정학, 이철민, 장의수, 한이진, 천지유","20217885, 10037206, 10029193, 20111927, 20332853, 20276090, 20342541",10006188
87,공조2: 인터내셔날,이석훈,"제이케이필름, 씨제이이엔엠",,씨제이이엔엠,2022-09-07,개봉영화,장편,한국,"2,389","59,840,903,184",5835380,"12,466,297,014","1,184,965",액션,15세이상관람가,일반영화,"현빈, 유해진, 임윤아, 다니엘 헤니, 진선규","10088975, 10054128, 20224649, 10088518, 20137049","장영남, 박훈, 임성재, 윤상화, 박민하, 전국환, 전배수, 이해영","10060331, 20375655, 20314392, 20113337, 20368659, 10061228, 10061276, 20164537",10055965
91,청년경찰,김주환,"무비락, 도서관옆스튜디오, 베리굿스튜디오",,롯데쇼핑롯데엔터테인먼트,2017-08-09,개봉영화,장편,한국,"1,102","44,241,099,316",5636259,"9,885,607,016","1,207,318",액션,15세이상관람가,일반영화,"박서준, 강하늘, 성동일, 박하선","20211007, 20111688, 10035832, 10029456","고준, 이호정","20166024, 20328235",20112387
92,가문의 위기(가문의 영광2),정용기,태원엔터테인먼트,,쇼박스,2005-09-07,개봉영화,장편,한국,0,0,5635266,0,"1,451,468",코미디,15세관람가,일반영화,"신현준, 김수미, 김원희, 정준하","10040687, 10004748, 10005223, 10062239","최은주, 임형준, 공형진, 탁재훈, 정호빈, 김해곤","10072613, 10058925, 10001915, 10079457, 10062440, 10006219",10062006
93,숨바꼭질,허정,드림캡쳐,,넥스트엔터테인먼트월드(NEW),2013-08-14,개봉영화,장편,한국,779,"39,593,038,500",5602543,"10,079,982,000","1,356,936",스릴러,15세이상관람가,일반영화,"손현주, 문정희, 전미선","20111125, 10026802, 10061272","김수안, 김원해, 노수산나, 정준원, 성유빈, 정민성","20153744, 20189746, 20231406, 20189362, 20202246, 10061749",20169260
94,덕혜옹주,허진호,"하이브미디어코프, 영화사호필름, 디씨지플러스",,롯데쇼핑롯데엔터테인먼트,2016-08-03,개봉영화,장편,한국,964,"44,344,141,109",5593551,"10,625,578,869","1,304,324",사극,12세이상관람가,일반영화,"손예진, 박해일","10036883, 10029474","윤제문, 라미란, 정상훈, 박수영, 김소현, 박주미, 안내상, 김재욱, 금새록, 김승훈","10054493, 10013826, 20157462, 20158628, 20114653, 10029241, 10042972, 10005508, 20325832, 10004841",10088463
95,더 테러 라이브,김병우,씨네이천,,롯데쇼핑롯데엔터테인먼트,2013-07-31,개봉영화,장편,한국,743,"39,866,712,881",5583596,"11,349,884,881","1,525,130",범죄,15세이상관람가,일반영화,"하정우, 이경영, 전혜진, 이다윗","10087253, 10054755, 20112423, 10055073","김홍파, 김대명, 최진호, 김소진, 강진아, 강신철, 한성천","20175721, 20200886, 20134082, 20156304, 20238069, 10000737, 10087533",10004291
97,의형제,장훈,"쇼박스, 다세포클럽, 루비콘픽쳐스",,쇼박스,2010-02-04,개봉영화,장편,한국,572,"40,800,867,602",5507106,"12,204,373,500","1,563,042",드라마,15세이상관람가,일반영화,"송강호, 강동원","10037018, 10000558","전국환, 박혁권, 윤희석, 최정우, 정인기, 설진욱, 강명희, 차엽, 권범택","10061228, 10029480, 10054609, 10072695, 10062134, 20122704, 20122811, 10005693, 10002376",10060674
98,감시자들,"조의석, 김병서",영화사 집,,넥스트엔터테인먼트월드(NEW),2013-07-03,개봉영화,장편,한국,949,"39,298,005,179",5496547,"11,031,549,179","1,477,594",범죄,15세이상관람가,일반영화,"설경구, 정우성, 한효주, 진경, 이준호","10035772, 10062025, 10087820, 10070393, 20067653","임달화, 손민석, 김대진, 이태형, 이동휘, 이화정, 김진곤, 김지훈, 신성일, 변요한, 정우근, 장원형, 박지연, 김병옥, 강신하","10058502, 10036818, 20146968, 20179073, 20186095, 20111743, 20186163, 20186168, 20066187, 20147110, 20186170, 20186171, 20137023, 20143806, 20133896","10066810, 10004276"
102,검은 사제들,장재현,영화사 집,,씨제이이엔엠,2015-11-05,개봉영화,장편,한국,"1,088","42,395,347,092",5440945,"11,618,059,792","1,428,491",미스터리,15세이상관람가,일반영화,"김윤석, 강동원","10005276, 10000558","박소담, 김병옥, 김의성, 이호재, 남일우, 손종학, 조수향, 민진웅","20209686, 20143806, 10005383, 20152195, 10007577, 20232246, 20217026, 20268349",10060462
103,안시성,김광식,"영화사수작, 스튜디오앤뉴, 모티브픽쳐스",,넥스트엔터테인먼트월드(NEW),2018-09-19,개봉영화,장편,한국,"1,540","46,335,334,026",5440186,"10,028,662,426","1,146,191",사극,12세이상관람가,일반영화,"조인성, 남주혁, 박성웅, 김동진","10066899, 20279929, 10028773, 20136704","배성우, 엄태구, 설현, 박병은, 오대환, 성동일, 정은채, 유오성, 정지훈, 김욱, 장광","20136191, 20111842, 20215606, 10028660, 20111279, 10035832, 20113533, 10053861, 20235446, 20165268, 10060043",10003620
105,더 킹,한재림,매그넘나인,,넥스트엔터테인먼트월드(NEW),2017-01-18,개봉영화,장편,한국,"1,310","43,486,078,535",5316325,"11,144,618,435","1,318,493",범죄,15세이상관람가,일반영화,"조인성, 정우성, 배성우, 류준열, 김의성, 이석호","10066899, 10062025, 20136191, 20208626, 10005383, 20154472","김민재, 정성모, 정은채, 김소진, 황승언, 이주연, 박정민, 김규선, 남명렬, 오대환, 정원중, 정인기, 이열음","10004210, 10061840, 20113533, 20156304, 10090163, 20231786, 20110693, 20308509, 10007517, 20111279, 10062060, 10062134, 20346972",10087712
106,완득이,이한,"유비유필름, 어나더픽쳐스",,씨제이이엔엠,2011-10-20,개봉영화,장편,한국,500,"38,530,503,500",5310510,"11,657,798,500","1,525,277",드라마,12세이상관람가,일반영화,"김윤석, 유아인","10005276, 10053802","조병찬, 조세현, 강별, 박효주, 김영재, 김상호, 박수영, 김동영","20130809, 20132152, 20112932, 10029573, 10005012, 10004448, 20158628, 10003953",10058005
108,완벽한 타인,이재규,"필름몬스터, 드라마하우스",,롯데컬처웍스롯데엔터테인먼트,2018-10-31,개봉영화,장편,한국,"1,313","44,356,752,474",5294119,"11,870,044,374","1,373,292",드라마,15세이상관람가,일반영화,"유해진, 조진웅, 이서진, 염정아, 김지수, 송하윤, 윤경호","10054128, 10067353, 20111474, 10049852, 10005820, 10004264, 20277349",지우,20168260,20111735
109,살인의 추억,봉준호,싸이더스,,CJ ENM,2003-04-25,개봉영화,장편,한국,0,,5255376,,"1,912,715",스릴러,15세관람가,일반영화,"송강호, 김상경, 정인선","10037018, 10004396, 10062138","김뢰하, 한충환, 김효성, 이강산, 김민철, 최현기, 심성보, 김희진, 서민수, 김경래, 강진희, 이상욱, 윤박지, 박상우, 박소현, 김철용, 김영관, 류태호, 박노식, 변희봉, 전미선","10004034, 20123042, 20125478, 10054707, 20135652, 10072869, 10040850, 20137448, 10035400, 10003528, 10000885, 20151247, 10054277, 10028694, 20158550, 10006030, 20162869, 10019134, 20126810, 10031400, 10061272",10031641
113,타워,김지훈,"씨제이이엔엠, 더타워픽쳐스",,씨제이이엔엠,2012-12-25,개봉영화,장편,한국,617,"37,654,858,000",5181014,"9,052,298,500","1,186,378",드라마,12세이상관람가,일반영화,"설경구, 손예진, 김상경, 차인표, 조민아","10035772, 10036883, 10004396, 10071183, 10065832","김인권, 도지한, 안성기, 이한위, 김성오, 송재호, 박철민, 권현상, 전배수, 이창용, 이주실, 김수진, 권태원, 전국향, 정인기","10005410, 20128252, 10043371, 10058024, 20111894, 10037206, 20110935, 20115762, 10061276, 20232766, 10057435, 20196650, 20143709, 20320876, 10062134",10005886
114,말아톤,정윤철,시네라인투,,쇼박스,2005-01-27,개봉영화,장편,한국,0,0,5148022,0,"1,552,548",드라마,전체관람가,일반영화,"조승우, 김미숙","10066380, 10004139","이기영, 백성현, 안내상","20122862, 10030307, 10042972",10062089
116,추격자,나홍진,영화사비단길,,쇼박스,2008-02-14,개봉영화,장편,한국,435,"33,943,278,500",5071619,"11,611,882,500","1,662,668",범죄,청소년관람불가,일반영화,"김윤석, 하정우","10005276, 10087253","서영희, 박효주, 김유정, 최정우, 정인기, 김영선","10035492, 10029573, 10005251, 10072695, 10062134, 10004981",10007437
117,독전,이해영,"용필름, 보야저필름",,넥스트엔터테인먼트월드(NEW),2018-05-22,개봉영화,장편,한국,"1,357","43,484,892,913",5063620,"10,658,158,413","1,201,461",범죄,15세이상관람가,일반영화,"조진웅, 류준열, 김주혁, 김성령, 박해준, 차승원, 진서연","10067353, 20208626, 10005749, 10004577, 20161741, 10071140, 10070514","이주영, 서현우, 강승현, 정가람, 김동영, 금새록, 정준원","20297929, 20221406, 20319390, 20233766, 10003953, 20325832, 20227847",10058049
120,공작,윤종빈,"영화사 월광, 사나이픽처스",,씨제이이엔엠,2018-08-08,개봉영화,장편,한국,"1,317","42,759,410,176",4971261,"10,296,507,676","1,158,151",드라마,12세이상관람가,일반영화,"황정민, 이성민, 조진웅, 주지훈","10090290, 20110148, 10067353, 10069179","김지나, 김소진, 양현민, 정기섭, 김응수, 최병모, 정소리, 최정인, 곽자형, 권범택, 김인우, 엄지만","20314345, 20156304, 20174970, 20155308, 10005374, 10072269, 20333792, 10072279, 20147111, 10002376, 20207886, 20346998",10054495
124,동갑내기 과외하기,김경형,코리아 엔터테인먼트,,CJ ENM,2003-02-07,개봉영화,장편,한국,0,,4937573,,"1,587,975",코미디,12세관람가,일반영화,"김하늘, 권상우, 공유, 김혜옥, 김자옥, 오승근, 이성진","10006171, 10002387, 10001901, 10006385, 10005462, 10050528, 20111512","김지우, 백일섭, 손영민, 송병철, 신지현, 박정률, 박종일, 박지선, 나수원, 지길웅, 김광열, 정광재, 채성진, 박효준, 서동원","20165517, 10030361, 20123928, 10037085, 20113265, 10029157, 20134971, 20136190, 20137630, 10069761, 10003621, 20143976, 20148295, 10029574, 20144840",10003582
126,바람과 함께 사라지다,김주호,"두타연, 에이디사공육",,넥스트엔터테인먼트월드(NEW),2012-08-08,개봉영화,장편,한국,694,"34,524,377,161",4897551,"8,302,901,161","1,122,802",코미디,12세이상관람가,일반영화,"차태현, 오지호, 민효린, 성동일, 고창석, 송종호, 이채영, 김길동, 김향기","10071209, 10050782, 20112889, 10035832, 10001779, 20129609, 10057696, 20121442, 10006228","신정근, 천보근","10040580, 20110313",20030155
130,"님아, 그 강을 건너지 마오",진모영,아거스필름,,"CGV아트하우스, 대명문화공장",2014-11-27,개봉영화,장편,한국,206,"37,354,452,679",4801355,"9,129,018,879","1,140,795",다큐멘터리,전체관람가,독립/예술영화,"조병만, 강계열","20198488, 20198489",,,20179941
131,조선명탐정 : 각시투구꽃의 비밀,김석윤,청년필름,,쇼박스,2011-01-27,개봉영화,장편,한국,611,"35,841,769,500",4786259,"10,712,744,000","1,363,857",코미디,12세이상관람가,일반영화,"김명민, 한지민, 오달수","10004060, 10087751, 10050151","김호연, 최무성, 우현, 이재용, 예수정, 정인기","20166713, 10072210, 10052293, 20165044, 10049950, 10062134",10004484
132,봉오동 전투,원신연,"빅스톤픽쳐스, 더블유픽처스, 쇼박스",,쇼박스,2019-08-07,개봉영화,장편,한국,"1,476","40,514,276,538",4779501,"7,782,799,628","891,383",사극,15세이상관람가,일반영화,"유해진, 류준열, 조우진","10054128, 20208626, 20134255","키타무라 카즈키, 이케우치 히로유키, 박지환, 최유화, 성유빈, 이재인, 다이고 코타로, 홍상표, 최유화, 원풍연","10003328, 10057850, 20110896, 20124449, 20202246, 20181903, 10029888, 20154480, 20124449, 10052532",20111284
133,군도: 민란의 시대,윤종빈,"영화사 월광, 쇼박스",,쇼박스,2014-07-23,개봉영화,장편,한국,"1,394","36,987,755,999",4774895,"9,976,707,399","1,239,945",사극,15세이상관람가,일반영화,"하정우, 강동원, 조진웅, 마동석, 정만식, 김성균, 주진모, 이경영","10087253, 10000558, 10067353, 10021341, 10061699, 20127194, 20111954, 10054755","이성민, 윤지혜, 김재영, 노남석, 송영창, 이경영, 김병옥, 임현성","20110148, 10054532, 20157197, 20140360, 10037131, 10054755, 20143806, 10058906",10054495
134,남산의 부장들,우민호,하이브미디어코프,,쇼박스,2020-01-22,개봉영화,장편,한국,"1,659","41,223,596,650",4750104,"9,851,448,590","1,113,402",드라마,15세이상관람가,일반영화,"이병헌, 이성민, 곽도원, 이희준, 김소진","10055626, 20110148, 20127192, 10058320, 20156304","김승훈, 박성근, 서현우, 지현준, 박지일, 이태형, 주석태, 이도국, 김민상","10004841, 20157257, 20221406, 10070254, 10029329, 20179073, 20320812, 20342277, 20156820",20111283
136,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,"팔레트픽처스, 쇼박스",,쇼박스,2012-02-02,개봉영화,장편,한국,699,"36,479,147,500",4710454,"11,716,858,500","1,451,900",범죄,청소년관람불가,일반영화,"최민식, 하정우","10072251, 10087253","조진웅, 마동석, 곽도원, 김성균, 송영창, 김종수, 권태원, 김종구, 김영선","10067353, 10021341, 20127192, 20127194, 10037131, 20163848, 20143709, 20187990, 10004981",10054495
139,신세계,박훈정,"사나이픽처스, 페퍼민트앤컴퍼니, 대명문화공장, 파트너스케이",,넥스트엔터테인먼트월드(NEW),2013-02-21,개봉영화,장편,한국,671,"34,881,330,905",4682492,"11,114,978,905","1,435,648",범죄,청소년관람불가,일반영화,"이정재, 최민식, 황정민","10057315, 10072251, 10090290","박성웅, 송지효, 정영기, 김홍파, 장광, 김윤성, 최일화, 권태원","10028773, 20066637, 10061967, 20175721, 10060043, 20133487, 10072645, 20143709",10029578
